◆◆◆　https://raw.githubusercontent.com/xiaoran67/update/refs/heads/main/output/full.txt
◆◆◆　https://3043.kstore.space/bhvip/bhzb.txt
ELEVEN体育3,rtmp://f13h.mine.nu/sat/tv751
深圳卫视4K,http://106.53.99.30/tv/api.php?id=szws4k
河南卫视F,http://106.53.99.30/tv/api.php?id=henws
兵团卫视F,http://106.53.99.30/tv/api.php?id=btws
吉林卫视F,http://106.53.99.30/tv/api.php?id=jlws
海南卫视F,http://106.53.99.30/tv/api.php?id=hinws
内蒙古卫视F,http://106.53.99.30/tv/api.php?id=nmgws
西藏卫视F,http://106.53.99.30/tv/api.php?id=xzws
藏语卫视F,http://106.53.99.30/tv/api.php?id=zyws
凤凰资讯,https://cdn3.163189.xyz/live/fhzx/stream.m3u8
凤凰中文,https://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
翡翠台4K,https://cdn.163189.xyz/live/fct4k/stream.m3u8
翡翠台4K,http://o12.1678520.xyz/hls/fct4k/playlist.m3u8
翡翠台4K,http://cdn.163189.xyz/live/fct4k/stream.m3u8
新加CHU,https://cdn6.163189.xyz/live/chu/stream.m3u8
新加CH5,https://cdn6.163189.xyz/live/ch5/stream.m3u8
RTHK-33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK-34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
档干教育,http://12371wbndbd.a.bdydns.com/12371wbnd/dangyuanwang_2/index.m3u8
中国天气,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
4K1,https://cdn.jsdelivr.net/gh/feiyangdigital/testvideo/sdr4kvideo/index.m3u8
4K2,https://cdn.jsdelivr.net/gh/feiyangdigital/testvideo/hlg4kvideo/index.m3u8
NOW体育3,https://gdfire2.67890123.cn:8088/live/nowty201.m3u8
翡翠台,http://mytv.cdn.com.mp/hls/fct/playlist.m3u8
澳门,https://cdn.163189.xyz/live/as/stream.m3u8
C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/01.m3u8
王者荣耀,http://106.53.99.30/tv/gitv.php?id=0021
蛋仔派对,http://106.53.99.30/tv/gitv.php?id=0022
书画,http://39.164.174.139:5000/nl.m3u8?id=SH
中国天气,http://39.164.174.139:5000/nl.m3u8?id=CHN-TQ
CETV1中教1,http://39.164.174.139:5000/nl.m3u8?id=CETV-1HD
北京纪实科教,http://39.164.174.139:5000/nl.m3u8?id=BJJSHD
四海钓鱼,http://39.164.174.139:5000/nl.m3u8?id=SHDY
百姓生活,http://39.164.174.139:5000/nl.m3u8?id=BXSHHD
乐游,http://39.164.174.139:5000/nl.m3u8?id=LYHD
茶,http://39.164.174.139:5000/nl.m3u8?id=CPDHD
河南电视剧,http://39.164.174.139:5000/nl.m3u8?id=HENDSJHD
河南公共,http://39.164.174.139:5000/nl.m3u8?id=HENGGHD
河南新闻,http://39.164.174.139:5000/nl.m3u8?id=HNTV-XW
河南法治,http://39.164.174.139:5000/nl.m3u8?id=HNTV4-FZ
河南戏曲,http://39.164.174.139:5000/nl.m3u8?id=LYPDHD
国学,http://39.164.174.139:5000/nl.m3u8?id=GXPD
我爱导视,http://39.164.174.139:5000/nl.m3u8?id=WADSHD
河南有线-导视,http://39.164.174.139:5000/nl.m3u8?id=HENYX-DSHD
郸城有线,http://39.164.174.139:5000/nl.m3u8?id=DCYX
淮阳新闻综合,http://39.164.174.139:5000/nl.m3u8?id=HYZH
项城综合,http://39.164.174.139:5000/nl.m3u8?id=XCZH
西华综合,http://39.164.174.139:5000/nl.m3u8?id=XHZH
扶沟综合,http://39.164.174.139:5000/nl.m3u8?id=FGZH
太康综合,http://39.164.174.139:5000/nl.m3u8?id=TKZH
鹿邑综合,http://39.164.174.139:5000/nl.m3u8?id=LYZH
商水综合,http://39.164.174.139:5000/nl.m3u8?id=SSZH
沈丘综合,http://39.164.174.139:5000/nl.m3u8?id=SQZH
凤凰中文,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_fhzw.flv
凤凰资讯,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_fhzx.flv
凤凰香港,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_fhxg.flv
翡翠台,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_jade.flv
无线新闻,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_wxxw.flv
美亚电影,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_mydy.flv
中天亚洲,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_ztyz.flv
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
无线功夫,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
无线星河粤,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
TVB生活,http://v2hcdn.jdshipin.com/finance2/finance2.stream/chunklist_w1002.m3u8
华丽翡翠,http://v2hcdn.jdshipin.com/jade2/jade.stream/chunklist_w1008.m3u8
无线娱乐,http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
TVBJ1,https://cdn3.163189.xyz/live/j1/stream.m3u8
凤凰香港,https://cdn6.163189.xyz/live/fhhk/stream.m3u8
龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
龙华卡通,https://cdn8.163189.xyz/live/lhkt/stream.m3u8
翡翠台,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
Now新闻,https://gdfire2.67890123.cn:8088/live/nowxw.m3u8
星空卫视国际,http://13457610200.8866.org:2018/live/星空国际/index.m3u8
天映,http://1b6467f415.iok.la:9931/tsfile/live/1043_1.m3u8
香港环球卫视,rtmp://live.pyscripter.com/HKgstv_com/www_hkgstv_com?auth_key=6001723702257-0-0-1a56ccd327477eb45e7da54c8be2a6b5
翡翠台,http://erp.giihgtidg.com:8080/live/jade01.m3u8
无线新闻,http://erp.giihgtidg.com:8080/live/wxxw01.m3u8
Now体育1,http://erp.giihgtidg.com:8080/live/nowty01.m3u8
Now体育2,https://gdfire2.67890123.cn:8088/live/nowty101.m3u8
Now新闻,https://gdfire2.67890123.cn:8088/live/nowxw01.m3u8
番薯电视,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
香港_C+_,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
亚洲卫视,http://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8
星空卫视,http://wouu.net:9977/rtp/239.93.1.10:2193
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
美亚电影,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
亚洲卫视,https://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8?zbid=2046370057&tpid=330913109&type=0
莲花卫视,http://8.138.7.223/tv/lotustv.m3u8
澳视葡文,http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8
澳视体育,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
澳视资讯,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8
澳视综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
纬来育乐,rtmp://9hv9.mine.nu/sat/tv701
华语电视1,http://38.64.72.148:80/hls/modn/list/4002/chunklist1.m3u8
华语电视2,http://38.64.72.148:80/hls/modn/list/4003/chunklist1.m3u8
深圳电视,http://38.64.72.148:80/hls/modn/list/4007/chunklist1.m3u8
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist1.m3u8
中旺电视,http://38.64.72.148:80/hls/modn/list/4010/chunklist1.m3u8
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
音乐,http://61.221.215.25:8800/hls/49/index.m3u8
唯心电视,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
东森幼幼,http://50.7.234.10:8278/yoyo_twn/playlist.m3u8?ct=17874&tid=m84c9b210bc7f11269156&tsum=51340c8fb7ca02ab978ee0791843501d
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
大爱二,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
唯心电视,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
原视,https://hc73k3dhwo5gfkt.wcetv.com/hls/titv.m3u8
HBO,http://50.7.234.10:8278/hbohd_twn/playlist.m3u8?tid=MBBB7425808074258080&ct=19193&tsum=a0bdd395bfc4cf07d9414d5372f59ad2
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
HITS,http://37.27.111.214:8080/live/28/hls.m3u8
韩国|Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韩国|TVN1,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?
韩国|TVN2,https://d21dxaer0ypwk1.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-a6m2cy2rylsvo-ssai-prd/54ac8e25_eb5a_4f10_ba20_ffb254f0a16c/hls/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBC32000261J
韩国|TVN3,https://d25mdvvpht3395.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-p8ea370fl7r4f-ssai-prd/82f296fd_2916_45b7_b799_525a4226957a/hls/playlist.m3u8?
日本|购物,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8
日本|购物,http://stream1.shopch.jp/HLS/out2/prog_index.m3u8
日本|购物,http://stream1.shopch.jp/HLS/out3/prog_index.m3u8
日本|购物,http://stream1.shopch.jp/HLS/out4/prog_index.m3u8
乌克兰|KPBIM ,https://cdn.1tvcrimea.ru/1tvcrimea.m3u8
西班牙|GTP ,http://europa-crtvg.flumotion.com/playlist.m3u8
波斯|中文电视,https://mediaserver.abnvideos.com/streams/abnchina.m3u8
印度|WionNews,https://d7x8z4yuq42qn.cloudfront.net/index_7.m3u8
CAN亚洲新闻,http://180.167.104.105:9901/tsfile/live/1030_1.m3u8?key=tvbox6_com&playlive=1&authid=0
StarHD,http://livestar.siliconweb.com/media/star1/star1.m3u8
日本|QVC,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
国际|REDBULL SPORTS,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8
法国|FASHION,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
泰国|PBS,http://thaipbs-live.cdn.byteark.com/live-en/playlist_720p/index.m3u8
卡塔尔|半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
卡塔尔|半岛新闻,http://live-hls-web-aja.getaj.net/AJA/04.m3u8
CGTN记录,http://8.138.7.223/tv/migu2.php?id=20
CGTN阿语,http://8.138.7.223/tv/migu2.php?id=21
CGTN西语,http://8.138.7.223/tv/migu2.php?id=22
CGTN法语,http://8.138.7.223/tv/migu2.php?id=23
CGTN俄语,http://8.138.7.223/tv/migu2.php?id=24
老故事,http://8.138.7.223/tv/migu2.php?id=25
发现之旅,http://8.138.7.223/tv/migu2.php?id=26
中学生,http://8.138.7.223/tv/migu2.php?id=27
海峡卫视,http://8.138.7.223/tv/migu2.php?id=92
上海东方影视,http://8.138.7.223/tv/migu2.php?id=93
江苏城市,http://8.138.7.223/tv/migu2.php?id=45
江苏国际,http://8.138.7.223/tv/migu2.php?id=46
江苏教育,http://8.138.7.223/tv/migu2.php?id=47
江苏影视,http://8.138.7.223/tv/migu2.php?id=48
江苏综艺,http://8.138.7.223/tv/migu2.php?id=49
连云港新闻综合,http://8.138.7.223/tv/migu2.php?id=50
公共新闻,http://8.138.7.223/tv/migu2.php?id=51
泰州新闻综合,http://8.138.7.223/tv/migu2.php?id=53
体育休闲,http://8.138.7.223/tv/migu2.php?id=54
宿迁新闻综合,http://8.138.7.223/tv/migu2.php?id=55
徐州新闻综合,http://8.138.7.223/tv/migu2.php?id=56
大片,http://8.138.7.223/tv/migu2.php?id=58
经典香港电影,http://8.138.7.223/tv/migu2.php?id=59
军事迷必看大片,http://8.138.7.223/tv/migu2.php?id=60
新片放映厅,http://8.138.7.223/tv/migu2.php?id=61
南方影视,http://8.138.7.223/tv/migu2.php?id=64
红色轮播,http://8.138.7.223/tv/migu2.php?id=65
金色剧场,http://8.138.7.223/tv/migu2.php?id=66
华语乐坛,http://8.138.7.223/tv/migu2.php?id=77
周杰伦现场,http://8.138.7.223/tv/migu2.php?id=78
最强综艺趴,http://8.138.7.223/tv/migu2.php?id=79
经典动画大集合,http://8.138.7.223/tv/migu2.php?id=81
宣讲报告会,http://8.138.7.223/tv/migu2.php?id=82
钱塘江,http://8.138.7.223/tv/migu2.php?id=83
开封鼓楼,http://8.138.7.223/tv/migu2.php?id=95
赛事最经典,http://8.138.7.223/tv/migu2.php?id=84
体坛名栏汇,http://8.138.7.223/tv/migu2.php?id=86
CETV1,http://8.138.7.223/tv/migu2.php?id=88
CETV2,http://8.138.7.223/tv/migu2.php?id=89
CETV4,http://8.138.7.223/tv/migu2.php?id=90
1-4K,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000005180&livemode=1&stbId=toShengfen&mode=1
2-4K,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000015686&livemode=1&stbId=toShengfen&mode=1
直播1,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000005308&livemode=1&stbId=toShengfen&mode=1
直播2,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000005969&livemode=1&stbId=toShengfen&mode=1
直播3,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000007218&livemode=1&stbId=toShengfen&mode=1
直播4,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000008001&livemode=1&stbId=toShengfen&mode=1
直播5,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000008176&livemode=1&stbId=toShengfen&mode=1
直播6,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000008379&livemode=1&stbId=toShengfen&mode=1
直播7,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000010129&livemode=1&stbId=toShengfen&mode=1
直播8,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000010948&livemode=1&stbId=toShengfen&mode=1
直播9,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000028638&livemode=1&stbId=toShengfen&mode=1
直播10,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000001000031494&livemode=1&stbId=toShengfen&mode=1
直播11,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000000097&livemode=1&stbId=toShengfen&mode=1
直播12,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000002019&livemode=1&stbId=toShengfen&mode=1
直播13,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000002809&livemode=1&stbId=toShengfen&mode=1
直播14,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000003915&livemode=1&stbId=toShengfen&mode=1
直播15,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000004193&livemode=1&stbId=toShengfen&mode=1
直播16,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000005837&livemode=1&stbId=toShengfen&mode=1
直播17,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000006077&livemode=1&stbId=toShengfen&mode=1
直播18,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000006658&livemode=1&stbId=toShengfen&mode=1
直播19,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000009788&livemode=1&stbId=toShengfen&mode=1
直播20,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000010833&livemode=1&stbId=toShengfen&mode=1
直播21,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000011297&livemode=1&stbId=toShengfen&mode=1
直播22,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000011518&livemode=1&stbId=toShengfen&mode=1
直播23,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000012558&livemode=1&stbId=toShengfen&mode=1
直播24,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000012616&livemode=1&stbId=toShengfen&mode=1
直播25,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000015470&livemode=1&stbId=toShengfen&mode=1
直播26,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000015560&livemode=1&stbId=toShengfen&mode=1
直播27,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000017678&livemode=1&stbId=toShengfen&mode=1
直播28,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=toShengfen&mode=1
直播29,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=toShengfen&mode=1
直播30,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000023434&livemode=1&stbId=toShengfen&mode=1
直播31,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000025380&livemode=1&stbId=toShengfen&mode=1
直播32,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000027691&livemode=1&stbId=toShengfen&mode=1
直播33,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000031669&livemode=1&stbId=toShengfen&mode=1
直播34,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011518&livemode=1&stbId=toShengfen&mode=1
直播35,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011519&livemode=1&stbId=toShengfen&mode=1
直播36,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011520&livemode=1&stbId=toShengfen&mode=1
直播37,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011521&livemode=1&stbId=toShengfen&mode=1
直播38,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011522&livemode=1&stbId=toShengfen&mode=1
睛彩广场舞39,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011523&livemode=1&stbId=toShengfen&mode=1
睛彩广场舞40,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=toShengfen&mode=1
睛彩青少41,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011525&livemode=1&stbId=toShengfen&mode=1
睛彩竞技42,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011528&livemode=1&stbId=toShengfen&mode=1
睛彩篮球43,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011529&livemode=1&stbId=toShengfen&mode=1
睛彩竞技44,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011530&livemode=1&stbId=toShengfen&mode=1
睛彩篮球45,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011531&livemode=1&stbId=toShengfen&mode=1
睛彩青少,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000031315&livemode=1&stbId=toShengfen&mode=1
CGTN纪录,http://8.138.7.223/tv/migu3.php?id=cgtnjl
东南卫视x,http://8.138.7.223/tv/migu3.php?id=dnws
海峡卫视,http://8.138.7.223/tv/migu3.php?id=hxws
四海钓鱼,http://8.138.7.223/tv/migu3.php?id=shdy
上视纪实人文,http://8.138.7.223/tv/migu3.php?id=shjsrw
乐游,http://8.138.7.223/tv/migu3.php?id=ly
临洮电视,http://8.138.7.223/tv/migu3.php?id=lttv
江苏城市,http://8.138.7.223/tv/migu3.php?id=jscs
江苏综艺,http://8.138.7.223/tv/migu3.php?id=jszy
江苏影视,http://8.138.7.223/tv/migu3.php?id=jsys
江苏公共新闻,http://8.138.7.223/tv/migu3.php?id=jsggxw
江苏国际,http://8.138.7.223/tv/migu3.php?id=jsgj
江苏教育,http://8.138.7.223/tv/migu3.php?id=jsjy
江苏体育休闲,http://8.138.7.223/tv/migu3.php?id=jstyxx
连云港新闻综合,http://8.138.7.223/tv/migu3.php?id=lygxwzh
泰州新闻综合,http://8.138.7.223/tv/migu3.php?id=tzxwzh
宿迁新闻综合,http://8.138.7.223/tv/migu3.php?id=sqxwzh
徐州新闻综合,http://8.138.7.223/tv/migu3.php?id=xzxwzh
广东影视,http://8.138.7.223/tv/migu3.php?id=gdys
大片,http://8.138.7.223/tv/migu3.php?id=gqdp
经典深圳旁边电影,http://8.138.7.223/tv/migu3.php?id=jdxgdy
军事迷必看大片,http://8.138.7.223/tv/migu3.php?id=jsdp
历届春晚回顾,http://8.138.7.223/tv/migu3.php?id=ljcwhg
玫瑰轮播,http://8.138.7.223/tv/migu3.php?id=mglbt
欧洲足球风云,http://8.138.7.223/tv/migu3.php?id=ozzqfy
全民乒乓,http://8.138.7.223/tv/migu3.php?id=qmpp
热剧联播,http://8.138.7.223/tv/migu3.php?id=rjlb
赛事最经典,http://8.138.7.223/tv/migu3.php?id=sszjd
体坛名栏汇,http://8.138.7.223/tv/migu3.php?id=ttmlh
新片放映厅,http://8.138.7.223/tv/migu3.php?id=xpfyt
海峡卫视,http://bailudz.top:1236/111/hahahaha.php?id=hxws
CETV1,http://39.134.64.87:6610/PLTV/88888888/224/3221225652/index.m3u8?IASHttpSessionId=
CETV2,http://39.134.64.87:6610/PLTV/88888888/224/3221226425/index.m3u8?IASHttpSessionId=
CETV4,http://39.134.64.87:6610/PLTV/88888888/224/3221225783/index.m3u8?IASHttpSessionId=
CETV1,http://39.134.67.108/PLTV/88888888/224/3221225563/1.m3u8
CETV4,http://39.134.67.108/PLTV/88888888/224/3221225750/1.m3u8
卡酷,http://111.160.17.2:59901/tsfile/live/0001_30.m3u8
CGTN纪录,http://39.134.64.87:6610/PLTV/88888888/224/3221225602/index.m3u8?IASHttpSessionId=
CGTN法语,http://39.134.64.87:6610/PLTV/88888888/224/3221226520/index.m3u8?IASHttpSessionId=
CGTN俄语,http://39.134.64.87:6610/PLTV/88888888/224/3221226543/index.m3u8?IASHttpSessionId=
CGTN西班牙语,http://39.134.64.87:6610/PLTV/88888888/224/3221226431/index.m3u8?IASHttpSessionId=
CGTN阿拉伯语,http://39.134.64.87:6610/PLTV/88888888/224/3221226517/index.m3u8?IASHttpSessionId=
NEWTV明星大片,http://39.134.64.87:6610/PLTV/88888888/224/3221225664/index.m3u8?IASHttpSessionId=
NEWTV惊悚悬疑,http://39.134.64.87:6610/PLTV/88888888/224/3221225665/index.m3u8?IASHttpSessionId=
NEWTV军事评论,http://39.134.64.87:6610/PLTV/88888888/224/3221225668/index.m3u8?IASHttpSessionId=
NEWTV精品大剧,http://39.134.64.87:6610/PLTV/88888888/224/3221225670/index.m3u8?IASHttpSessionId=
NEWTV海外剧场,http://39.134.64.87:6610/PLTV/88888888/224/3221225671/index.m3u8?IASHttpSessionId=
NEWTV精品纪录,http://39.134.64.87:6610/PLTV/88888888/224/3221225672/index.m3u8?IASHttpSessionId=
NEWTV怡伴健康,http://39.134.64.87:6610/PLTV/88888888/224/3221225673/index.m3u8?IASHttpSessionId=
NEWTV哒啵电竞,http://39.134.64.87:6610/PLTV/88888888/224/3221225675/index.m3u8?IASHttpSessionId=
NEWTV军旅剧场,http://39.134.64.87:6610/PLTV/88888888/224/3221225676/index.m3u8?IASHttpSessionId=
NEWTV家庭剧场,http://39.134.64.87:6610/PLTV/88888888/224/3221225677/index.m3u8?IASHttpSessionId=
NEWTV武搏世界,http://39.134.64.87:6610/PLTV/88888888/224/3221225680/index.m3u8?IASHttpSessionId=
NEWTV中国功夫,http://39.134.64.87:6610/PLTV/88888888/224/3221225681/index.m3u8?IASHttpSessionId=
NEWTV农业致富,http://39.134.64.87:6610/PLTV/88888888/224/3221225683/index.m3u8?IASHttpSessionId=
NEWTV潮妈辣婆,http://39.134.64.87:6610/PLTV/88888888/224/3221225685/index.m3u8?IASHttpSessionId=
NEWTV超级电视剧,http://39.134.64.87:6610/PLTV/88888888/224/3221225716/index.m3u8?IASHttpSessionId=
NEWTV超级电影,http://39.134.64.87:6610/PLTV/88888888/224/3221225717/index.m3u8?IASHttpSessionId=
NEWTV东北热剧,http://39.134.64.87:6610/PLTV/88888888/224/3221225741/index.m3u8?IASHttpSessionId=
NEWTV欢乐剧场,http://39.134.64.87:6610/PLTV/88888888/224/3221225742/index.m3u8?IASHttpSessionId=
