🌙月光宝盒,#genre#
新闻频道|CNN International,https://smart.pendy.dpdns.org/Smart.php?id=Cnn
新闻频道|CNN backup,https://smart.pendy.dpdns.org/Smart.php?id=cnn_twn
新闻频道|CNBC,https://smart.pendy.dpdns.org/Smart.php?id=cnbc_twn
新闻频道|CNA,https://smart.pendy.dpdns.org/Smart.php?id=cna
新闻频道|BBC World News,https://smart.pendy.dpdns.org/Smart.php?id=bbcnews_twn
新闻频道|BBC World News,https://smart.pendy.dpdns.org/Smart.php?id=Bbcnews
新闻频道|Bloomberg News,https://smart.pendy.dpdns.org/Smart.php?id=bloomberg_twn
新闻频道|Al-Jazeera,https://smart.pendy.dpdns.org/Smart.php?id=aljazeera_twn

儿童,#genre#
儿童频道|Baby TV Eng,https://smart.pendy.dpdns.org/Smart.php?id=Babytv
儿童频道|CBeebies,https://smart.pendy.dpdns.org/Smart.php?id=Cbeebies
儿童频道|Kids TV,https://smart.pendy.dpdns.org/Smart.php?id=KidsTV
儿童频道|Momo TV,https://smart.pendy.dpdns.org/Smart.php?id=momo1_twn
儿童频道|Animax,https://smart.pendy.dpdns.org/Smart.php?id=Animax
儿童频道|Baby TV,https://smart.pendy.dpdns.org/Smart.php?id=babytv_twn
儿童频道|MiaoMi,https://smart.pendy.dpdns.org/Smart.php?id=MiaoMi
儿童频道|靖天卡通台,https://smart.pendy.dpdns.org/Smart.php?id=jingtiancartoon_twn
儿童频道|东森幼幼 Yoyo TV,https://smart.pendy.dpdns.org/Smart.php?id=yoyo_twn
儿童频道|Cartoon Network,https://smart.pendy.dpdns.org/Smart.php?id=Cn
儿童频道|Nickelodeon,https://smart.pendy.dpdns.org/Smart.php?id=Nickelodeon
儿童频道|Nick Jr,https://smart.pendy.dpdns.org/Smart.php?id=Nickjr

香港,#genre#
香港|翡翠台,https://smart.pendy.dpdns.org/Smart.php?id=jade_twn
香港|翡翠台 backup,https://smart.pendy.dpdns.org/Smart.php?id=Jade_xue
香港|iNews 新闻台,https://smart.pendy.dpdns.org/Smart.php?id=inews_twn
香港|J 2,https://smart.pendy.dpdns.org/Smart.php?id=j2_twn
香港|珍珠台,https://smart.pendy.dpdns.org/Smart.php?id=pearl_twn
香港|凤凰香港,https://smart.pendy.dpdns.org/Smart.php?id=hkphoenix_twn
香港|HOY资讯台,https://smart.pendy.dpdns.org/Smart.php?id=hoycaijing_twn
香港|RHK 31,https://smart.pendy.dpdns.org/Smart.php?id=rhk31_twn
香港|VIUTV1,https://smart.pendy.dpdns.org/Smart.php?id=viu1_twn
香港|RHK 32,https://smart.pendy.dpdns.org/Smart.php?id=rhk32_twn
香港|凤凰卫视,https://smart.pendy.dpdns.org/Smart.php?id=phoenixtv_hd
香港|凤凰资讯,https://smart.pendy.dpdns.org/Smart.php?id=phoenixinfo_hd
香港|Viu6,https://smart.pendy.dpdns.org/Smart.php?id=viusix_twn

中国,#genre#
中国|CCTV-1 综合 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
中国|CCTV-2 财经,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
中国|CCTV-3 综艺 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv3
中国|CCTV-4 中文国际,https://smart.pendy.dpdns.org/Smart.php?id=cctv4
中国|CCTV4 新闻台,https://smart.pendy.dpdns.org/Smart.php?id=Cctv4
中国|CCTV-7 军事农业,https://smart.pendy.dpdns.org/Smart.php?id=cctv7
中国|CCTV-8 电视剧 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv8hd
中国|CCTV-9 记录 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv9hd
中国|CCTV-10 科教 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv10hd
中国|CCTV-11 戏曲,https://smart.pendy.dpdns.org/Smart.php?id=cctv11
中国|CCTV-12 社会与法,https://smart.pendy.dpdns.org/Smart.php?id=cctv12
中国|CCTV-13 新闻频道,https://smart.pendy.dpdns.org/Smart.php?id=cctv13
中国|CCTV-14 少儿,https://smart.pendy.dpdns.org/Smart.php?id=cctv14
中国|CCTV-6,https://smart.pendy.dpdns.org/Smart.php?id=cctv6
中国|CCTV-15 音乐,https://smart.pendy.dpdns.org/Smart.php?id=cctv15
中国|湖南卫视,https://smart.pendy.dpdns.org/Smart.php?id=hunan_twn
中国|浙江卫视,https://smart.pendy.dpdns.org/Smart.php?id=zhejiang_twn
中国|江苏卫视,https://smart.pendy.dpdns.org/Smart.php?id=jiangsu_twn
中国|深圳卫视,https://smart.pendy.dpdns.org/Smart.php?id=shenzhen
中国|福建东南卫视,https://smart.pendy.dpdns.org/Smart.php?id=fujian
中国|广东南方卫视,https://smart.pendy.dpdns.org/Smart.php?id=nanfang_twn
中国|广东卫视,https://smart.pendy.dpdns.org/Smart.php?id=guangdongweishi_twn
中国|北京卫视,https://smart.pendy.dpdns.org/Smart.php?id=beijing
中国|珠江台,https://smart.pendy.dpdns.org/Smart.php?id=zhujiang
中国|广西卫视,https://smart.pendy.dpdns.org/Smart.php?id=guangxi
中国|湖北卫视,https://smart.pendy.dpdns.org/Smart.php?id=hubei
中国|四川卫视,https://smart.pendy.dpdns.org/Smart.php?id=sichuan_twn
中国|东方卫视,https://smart.pendy.dpdns.org/Smart.php?id=dongfangweishi_twn
中国|CGTN,https://smart.pendy.dpdns.org/Smart.php?id=CGTN
中国|凤凰卫视,https://smart.pendy.dpdns.org/Smart.php?id=phoenixtv_hd
中国|凤凰资讯,https://smart.pendy.dpdns.org/Smart.php?id=phoenixinfo_hd
中国|CCTV-5 体育频道,https://smart.pendy.dpdns.org/Smart.php?id=cctv5
中国|CCTV-5+ 体育赛事 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus

体育,#genre#
体育频道|Astro Premier League 1,https://smart.pendy.dpdns.org/Smart.php?id=go_assp1
体育频道|Astro EPL 1 backup,https://smart.pendy.dpdns.org/Smart.php?id=go_assp1x
体育频道|Astro Premier League 2,https://smart.pendy.dpdns.org/Smart.php?id=go_assp2
体育频道|Astro Grandstand,https://smart.pendy.dpdns.org/Smart.php?id=go_assp3
体育频道|Astro Football,https://smart.pendy.dpdns.org/Smart.php?id=go_assp4
体育频道|Astro Sports Plus,https://smart.pendy.dpdns.org/Smart.php?id=go_sportsplus
体育频道|Astro Badminton 1,https://smart.pendy.dpdns.org/Smart.php?id=go_badminton1
体育频道|Astro Badminton 2,https://smart.pendy.dpdns.org/Smart.php?id=go_badminton2
体育频道|Astro W-Sports,https://smart.pendy.dpdns.org/Smart.php?id=go_assp5
体育频道|Supersports 1,https://smart.pendy.dpdns.org/Smart.php?id=Assp1
体育频道|Supersports 2,https://smart.pendy.dpdns.org/Smart.php?id=Assp2
体育频道|Supersports 3,https://smart.pendy.dpdns.org/Smart.php?id=Assp3
体育频道|Supersports 4,https://smart.pendy.dpdns.org/Smart.php?id=Assp4
体育频道|WWE,https://smart.pendy.dpdns.org/Smart.php?id=Wwe
体育频道|Fight Sports,https://smart.pendy.dpdns.org/Smart.php?id=Fs
体育频道|NBA TV,https://smart.pendy.dpdns.org/Smart.php?id=Nba
体育频道|Astro Cricket,https://smart.pendy.dpdns.org/Smart.php?id=Acricket
体育频道|Astro Golf,https://smart.pendy.dpdns.org/Smart.php?id=Agolf
体育频道|Tnt Sports 1,https://smart.pendy.dpdns.org/Smart.php?id=6fac0aaead
体育频道|TNT Sports 2,https://smart.pendy.dpdns.org/Smart.php?id=d9a76a79cc
体育频道|TNT Sports 3,https://smart.pendy.dpdns.org/Smart.php?id=5fea4d73db
体育频道|TNT Sports 4,https://smart.pendy.dpdns.org/Smart.php?id=tntsport4
体育频道|Sony Ten 1,https://smart.pendy.dpdns.org/Smart.php?id=ten1_raj
体育频道|Sony Ten 2,https://smart.pendy.dpdns.org/Smart.php?id=ten2_raj
体育频道|Sony Ten 3,https://smart.pendy.dpdns.org/Smart.php?id=ten3_raj
体育频道|SPOTV 1 HD,https://smart.pendy.dpdns.org/Smart.php?id=go_spotv
体育频道|SPO TV 2,https://smart.pendy.dpdns.org/Smart.php?id=go_spotv2
体育频道|Skysports F1,https://smart.pendy.dpdns.org/Smart.php?id=tiankongf1
体育频道|Skysports Cricket,https://smart.pendy.dpdns.org/Smart.php?id=tiankongcricket
体育频道|Skysports EPL,https://smart.pendy.dpdns.org/Smart.php?id=tiankongepl
体育频道|Skysports Main Event,https://smart.pendy.dpdns.org/Smart.php?id=tiankongmain
体育频道|Skysports News,https://smart.pendy.dpdns.org/Smart.php?id=tiankongnews
体育频道|Skysports Mix,https://smart.pendy.dpdns.org/Smart.php?id=tiankongmix
体育频道|CCTV-5 体育频道,https://smart.pendy.dpdns.org/Smart.php?id=cctv5
体育频道|CCTV-5+ 体育赛事 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus
体育频道|爱尔达体育2台,https://smart.pendy.dpdns.org/Smart.php?id=eltasport2_twn
体育频道|爱尔达体育3台,https://smart.pendy.dpdns.org/Smart.php?id=eltasport3_twn
体育频道|Rugby Pass TV,https://smart.pendy.dpdns.org/Smart.php?id=Rugbypasstv
体育频道|RTM Sports HD,https://smart.pendy.dpdns.org/Smart.php?id=Rtmsport
体育频道|Arena,https://smart.pendy.dpdns.org/Smart.php?id=Arena
体育频道|Arena 2,https://smart.pendy.dpdns.org/Smart.php?id=Arena2
体育频道|BolaArena 1,https://smart.pendy.dpdns.org/Smart.php?id=Bolaarena1
体育频道|BolaArena 2,https://smart.pendy.dpdns.org/Smart.php?id=Bolaarena2
体育频道|Astro Beinsports 1,https://smart.pendy.dpdns.org/Smart.php?id=Astrobein1
体育频道|Astro Beinsports 2,https://smart.pendy.dpdns.org/Smart.php?id=Astrobein2
体育频道|Astro Beinsports 3,https://smart.pendy.dpdns.org/Smart.php?id=Astrobein3





斯玛特,#genre#
iNews 新闻台,https://smart.pendy.dpdns.org/Smart.php?id=inews_twn
靖天卡通台,https://smart.pendy.dpdns.org/Smart.php?id=jingtiancartoon_twn
台视新闻台,https://smart.pendy.dpdns.org/Smart.php?id=ttvnews_twn
凤凰香港,https://smart.pendy.dpdns.org/Smart.php?id=hkphoenix_twn
凤凰资讯,https://smart.pendy.dpdns.org/Smart.php?id=phoenixinfo_hd
民视台湾台,https://smart.pendy.dpdns.org/Smart.php?id=ftvtaiwan_twn
中视新闻台,https://smart.pendy.dpdns.org/Smart.php?id=zhongshinews_twn
中天亚洲台,https://smart.pendy.dpdns.org/Smart.php?id=ctiasia_twn
龙华经典台,https://smart.pendy.dpdns.org/Smart.php?id=lunghuajingdian_twn
TVBS 欢乐台 （备份）,https://smart.pendy.dpdns.org/Smart.php?id=tvbshuanle_twn
非凡新闻台,https://smart.pendy.dpdns.org/Smart.php?id=feifannews_twn
TVB Asia,https://smart.pendy.dpdns.org/Smart.php?id=Tvbasia
TVBS HD,https://smart.pendy.dpdns.org/Smart.php?id=tvbs
中天新闻 HD,https://smart.pendy.dpdns.org/Smart.php?id=ctinews
纬来电影台,https://smart.pendy.dpdns.org/Smart.php?id=videolandmovie
纬来育乐,https://smart.pendy.dpdns.org/Smart.php?id=videolandyule
卫视电影台,https://smart.pendy.dpdns.org/Smart.php?id=weishimovie_twn
CCTV13,https://smart.pendy.dpdns.org/Smart.php?id=cctv13
民视 HD,https://smart.pendy.dpdns.org/Smart.php?id=ftvhd_taiwan
纬来精彩,https://smart.pendy.dpdns.org/Smart.php?id=videolandspecial_twn
华视 CTS HD,https://smart.pendy.dpdns.org/Smart.php?id=ctshd_twn
东方卫视,https://smart.pendy.dpdns.org/Smart.php?id=dongfangweishi_twn
广西卫视,https://smart.pendy.dpdns.org/Smart.php?id=guangxi
广东卫视,https://smart.pendy.dpdns.org/Smart.php?id=guangdongweishi_twn
深圳卫视,https://smart.pendy.dpdns.org/Smart.php?id=shenzhen
江苏卫视,https://smart.pendy.dpdns.org/Smart.php?id=jiangsu_twn
CCTV9,https://smart.pendy.dpdns.org/Smart.php?id=cctv9hd
CCTV7,https://smart.pendy.dpdns.org/Smart.php?id=cctv7
CCTV5,https://smart.pendy.dpdns.org/Smart.php?id=cctv5
CCTV4,https://smart.pendy.dpdns.org/Smart.php?id=cctv4
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
湖北卫视,https://smart.pendy.dpdns.org/Smart.php?id=hubei
珠江台,https://smart.pendy.dpdns.org/Smart.php?id=zhujiang
湖南卫视,https://smart.pendy.dpdns.org/Smart.php?id=hunan_twn
CCTV15,https://smart.pendy.dpdns.org/Smart.php?id=cctv15
CCTV14,https://smart.pendy.dpdns.org/Smart.php?id=cctv14
CCTV8,https://smart.pendy.dpdns.org/Smart.php?id=cctv8hd
CCTV6,https://smart.pendy.dpdns.org/Smart.php?id=cctv6
CGTN,https://smart.pendy.dpdns.org/Smart.php?id=CGTN
CCTV2,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
靖天国际台,https://smart.pendy.dpdns.org/Smart.php?id=jingtianintl_twn
中视 HD,https://smart.pendy.dpdns.org/Smart.php?id=zhongshihd_twn
CCTV3,https://smart.pendy.dpdns.org/Smart.php?id=cctv3
CCTV-5+ 体育赛事 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus
浙江卫视,https://smart.pendy.dpdns.org/Smart.php?id=zhejiang_twn
福建东南卫视,https://smart.pendy.dpdns.org/Smart.php?id=fujian
三立台湾 Sanli Taiwan,https://smart.pendy.dpdns.org/Smart.php?id=sanlitaiwan
中天综合 CTI Metro,https://smart.pendy.dpdns.org/Smart.php?id=ctizhonghe
台视综合台,https://smart.pendy.dpdns.org/Smart.php?id=ttvzhonghe
北京卫视,https://smart.pendy.dpdns.org/Smart.php?id=beijing

电影,#genre#
周星星,http://dns.yiandrive.com:13571/huya/11342412
成龙,http://dns.yiandrive.com:13571/huya/11342386
林正英,http://dns.yiandrive.com:13571/huya/11342421
李茶的姑妈,http://dns.yiandrive.com:13571/huya/880261
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
王晶,http://dns.yiandrive.com:13571/huya/11602058
贺岁档,http://dns.yiandrive.com:13571/huya/11601986
春节喜剧,http://dns.yiandrive.com:13571/huya/11352897
速肌,http://dns.yiandrive.com:13571/huya/11279251
刘德华,http://dns.yiandrive.com:13571/huya/11342424
丧尸来啦,http://dns.yiandrive.com:13571/huya/11342422
si神来了,http://dns.yiandrive.com:13571/huya/11352903
诺兰,http://dns.yiandrive.com:13571/huya/30080257
古天乐,http://dns.yiandrive.com:13571/huya/29982675
情人节,http://dns.yiandrive.com:13571/huya/11352915
女神系列,http://dns.yiandrive.com:13571/huya/11336571
喜剧专场,http://dns.yiandrive.com:13571/huya/11602044
Han国动作片,http://dns.yiandrive.com:13571/huya/11352884
香港贺岁片,http://dns.yiandrive.com:13571/huya/11601955
红楼梦,http://dns.yiandrive.com:13571/huya/30080221
许氏三杰,http://dns.yiandrive.com:13571/huya/11602033
玄幻剧场,http://dns.yiandrive.com:13571/huya/11342414
曾江,http://dns.yiandrive.com:13571/huya/11601981
动作电影,http://dns.yiandrive.com:13571/huya/11602077
国产悬疑,http://dns.yiandrive.com:13571/huya/11342395
尹正,http://dns.yiandrive.com:13571/huya/30080231
首尔之春,http://dns.yiandrive.com:13571/huya/30080226
港片追女仔,http://dns.yiandrive.com:13571/huya/11602043
孙红雷,http://dns.yiandrive.com:13571/huya/11352917
合家欢,http://dns.yiandrive.com:13571/huya/11352877
学不会系列,http://dns.yiandrive.com:13571/huya/11352945
误杀3,http://dns.yiandrive.com:13571/huya/880219

剧集,#genre#

曾小贤,http://dns.yiandrive.com:13571/huya/11336726
李云龙,http://dns.yiandrive.com:13571/huya/30080238
超级交通站,http://dns.yiandrive.com:13571/huya/11342433
许三多,http://dns.yiandrive.com:13571/huya/11342430
父母爱情,http://dns.yiandrive.com:13571/huya/11602071
苏大强,http://dns.yiandrive.com:13571/huya/21059594
情满四合院,http://dns.yiandrive.com:13571/huya/11342426
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
胡八一,http://dns.yiandrive.com:13571/huya/11352871
搞笑一家人,http://dns.yiandrive.com:13571/huya/11342402
杨光的快乐生活,http://dns.yiandrive.com:13571/huya/11602085
狄仁杰,http://dns.yiandrive.com:13571/huya/11342425
李淳罡,http://dns.yiandrive.com:13571/huya/11336592
范闲,http://dns.yiandrive.com:13571/huya/11352960
医馆笑传,http://dns.yiandrive.com:13571/huya/11352891
小染坊,http://dns.yiandrive.com:13571/huya/11602086
狄仁杰,http://dns.yiandrive.com:13571/huya/11352958
春水盈盈,http://dns.yiandrive.com:13571/huya/30080255
乡村爱情,http://dns.yiandrive.com:13571/huya/11602088
在哪儿跌倒的还得在哪儿爬起来,http://dns.yiandrive.com:13571/huya/11602088
夏雪夏雨夏冰雹,http://dns.yiandrive.com:13571/huya/11352872
扫黑风暴,http://dns.yiandrive.com:13571/huya/11342404
云南虫谷,http://dns.yiandrive.com:13571/huya/11352910
三国演义,http://dns.yiandrive.com:13571/huya/11602081
神雕侠侣,http://dns.yiandrive.com:13571/huya/11352964
鬼吹灯,http://dns.yiandrive.com:13571/huya/29465863
渗透,http://dns.yiandrive.com:13571/huya/30080244
抗日游击队,http://dns.yiandrive.com:13571/huya/11352912
抗战英雄,http://dns.yiandrive.com:13571/huya/11352936
炊事班的故事,http://dns.yiandrive.com:13571/huya/19524135
民兵葛二蛋,http://dns.yiandrive.com:13571/huya/11602072
你是我的荣耀,http://dns.yiandrive.com:13571/huya/11352920
特种兵之火凤凰,http://dns.yiandrive.com:13571/huya/29982636
我就问你这瓜保熟吗,http://dns.yiandrive.com:13571/huya/11601970
一代枭雄,http://dns.yiandrive.com:13571/huya/11342398
白鹿原,http://dns.yiandrive.com:13571/huya/11342416
太极张三丰,http://dns.yiandrive.com:13571/huya/26355770
勇敢的心,http://dns.yiandrive.com:13571/huya/11602037
刑事侦缉档案,http://dns.yiandrive.com:13571/huya/29465856
漫长的季节,http://dns.yiandrive.com:13571/huya/11342393
王漫妮,http://dns.yiandrive.com:13571/huya/21059609
汉武大帝,http://dns.yiandrive.com:13571/huya/26355859
全职高手,http://dns.yiandrive.com:13571/huya/11352901
风筝,http://dns.yiandrive.com:13571/huya/30080225
陀枪师姐,http://dns.yiandrive.com:13571/huya/29465855
还珠格格,http://dns.yiandrive.com:13571/huya/30080241
与凤行,http://dns.yiandrive.com:13571/huya/26355866
湄公河大案,http://dns.yiandrive.com:13571/huya/30080245
星汉灿烂,http://dns.yiandrive.com:13571/huya/11336591
洗冤录,http://dns.yiandrive.com:13571/huya/29465851
一起同过窗,http://dns.yiandrive.com:13571/huya/30080228
盗墓笔记,http://dns.yiandrive.com:13571/huya/11352912
三体,http://dns.yiandrive.com:13571/huya/11352954
亲爱的热爱的,http://dns.yiandrive.com:13571/huya/29982671
怒海潜沙,http://dns.yiandrive.com:13571/huya/11342415
画像师,http://dns.yiandrive.com:13571/huya/11601962
开端,http://dns.yiandrive.com:13571/huya/11342397
良心医疗剧,http://dns.yiandrive.com:13571/huya/11352890
鬼吹灯,http://dns.yiandrive.com:13571/huya/11352883
大瓜,http://dns.yiandrive.com:13571/huya/11342436
怒晴湘西,http://dns.yiandrive.com:13571/huya/11602075
打工姐妹花,http://dns.yiandrive.com:13571/huya/21059564
扫黄先锋,http://dns.yiandrive.com:13571/huya/29465855
红色经典,http://dns.yiandrive.com:13571/huya/11602076
青岛往事,http://dns.yiandrive.com:13571/huya/11342434
创世纪,http://dns.yiandrive.com:13571/huya/29465852
妙手仁心,http://dns.yiandrive.com:13571/huya/29465853
特战荣耀,http://dns.yiandrive.com:13571/huya/30080252
笑看风云,http://dns.yiandrive.com:13571/huya/29465858
包蛋超人,http://dns.yiandrive.com:13571/huya/11342400
传闻中的陈芊芊,http://dns.yiandrive.com:13571/huya/21059608
双面胶,http://dns.yiandrive.com:13571/huya/11352956
宝总与王小姐,http://dns.yiandrive.com:13571/huya/21059580
国风动画,http://dns.yiandrive.com:13571/huya/30080242
编辑部的故事,http://dns.yiandrive.com:13571/huya/21059591
外科风云,http://dns.yiandrive.com:13571/huya/29982672
超级英雄,http://dns.yiandrive.com:13571/huya/29982666
有翡,http://dns.yiandrive.com:13571/huya/29982668
天天有喜,http://dns.yiandrive.com:13571/huya/26355849
梦中的那片海,http://dns.yiandrive.com:13571/huya/26355765
神探夏洛克,http://dns.yiandrive.com:13571/huya/26355792
星球大战,http://dns.yiandrive.com:13571/huya/30080234
陆贞传奇,http://dns.yiandrive.com:13571/huya/29982670
王子变青蛙,http://dns.yiandrive.com:13571/huya/11601964
顾晓梦,http://dns.yiandrive.com:13571/huya/21059605
草莽英雄,http://dns.yiandrive.com:13571/huya/11602042
孙先生,http://dns.yiandrive.com:13571/huya/26355821
斗罗大陆,http://dns.yiandrive.com:13571/huya/11352892
王艳,http://dns.yiandrive.com:13571/huya/11342420
星际迷航,http://dns.yiandrive.com:13571/huya/30080232
民调局异闻录,http://dns.yiandrive.com:13571/huya/26355820
瑶山,http://dns.yiandrive.com:13571/huya/11342392
超异能族,http://dns.yiandrive.com:13571/huya/21059586
无心法师,http://dns.yiandrive.com:13571/huya/30080233
熊出没,http://dns.yiandrive.com:13571/huya/11342438
启航,http://dns.yiandrive.com:13571/huya/30080248
动画,#genre#
童话经典·蜡笔小新欢乐多,http://dns.yiandrive.com:13571/huya/30362138  
柯南剧场版,http://dns.yiandrive.com:13571/huya/30080236  
黑子的篮球3,http://dns.yiandrive.com:13571/huya/30080253  
迪迦奥特曼,http://dns.yiandrive.com:13571/huya/30080215  
仙逆,http://dns.yiandrive.com:13571/huya/30080215  
不良人6,http://dns.yiandrive.com:13571/huya/30080218  
全职猎人,http://dns.yiandrive.com:13571/huya/30080254  
黑子的篮球3,http://dns.yiandrive.com:13571/huya/30080253  
天澜魔法高中,http://dns.yiandrive.com:13571/huya/26355772  
迪士尼！超经典动画电影,http://dns.yiandrive.com:13571/huya/30080256  
民调局异闻录,http://dns.yiandrive.com:13571/huya/26355820  
地灵曲,http://dns.yiandrive.com:13571/huya/30080216  
武魂世界,http://dns.yiandrive.com:13571/huya/30357181  
网球王子,http://dns.yiandrive.com:13571/huya/11352882  
国漫打戏天花板,http://dns.yiandrive.com:13571/huya/11352869  
成龍历险记,http://dns.yiandrive.com:13571/huya/11352946  
_blue胖,http://dns.yiandrive.com:13571/huya/11601963  
七龍珠改,http://dns.yiandrive.com:13571/huya/11601966  
一念斩千魔,http://dns.yiandrive.com:13571/huya/21059592  
魔法少女,http://dns.yiandrive.com:13571/huya/21059587  
一人之上,http://dns.yiandrive.com:13571/huya/11602065  
编辑部的故事,http://dns.yiandrive.com:13571/huya/21059591  
刘关张三活宝,http://dns.yiandrive.com:13571/huya/29465871  
红娘妖狐,http://dns.yiandrive.com:13571/huya/11352967  
灵界侦探浦饭幽助,http://dns.yiandrive.com:13571/huya/11602034  
假面骑士龙骑,http://dns.yiandrive.com:13571/huya/11352918  
综艺,#genre#


易中天,http://dns.yiandrive.com:13571/huya/11602032
五哈,http://dns.yiandrive.com:13571/huya/30080247
维达人,http://dns.yiandrive.com:13571/huya/880219
水晶awa,http://dns.yiandrive.com:13571/huya/30080247
王纪超人,http://dns.yiandrive.com:13571/huya/21059551
-若凌Provence-,http://dns.yiandrive.com:13571/huya/11352955
脱口秀,http://dns.yiandrive.com:13571/huya/11352875
封神英雄,http://dns.yiandrive.com:13571/huya/30080246
RM跑男,http://dns.yiandrive.com:13571/huya/11336725
青环2,http://dns.yiandrive.com:13571/huya/30080243
刘小光,http://dns.yiandrive.com:13571/huya/11352938
脱口秀大会4,http://dns.yiandrive.com:13571/huya/29465870
奔跑家族,http://dns.yiandrive.com:13571/huya/29465869
宋小宝,http://dns.yiandrive.com:13571/huya/11352907
天赐5,http://dns.yiandrive.com:13571/huya/30080249
于谦吴京何猷君,http://dns.yiandrive.com:13571/huya/29982647
offer1,http://dns.yiandrive.com:13571/huya/30080237
还我瓢瓢拳,http://dns.yiandrive.com:13571/huya/21059578


虎牙,#genre#

电影_星爷,http://dns.yiandrive.com:13571/huya/11342412
电影_英叔,http://dns.yiandrive.com:13571/huya/11342421
电影_发哥,http://dns.yiandrive.com:13571/huya/11342387
电影_成龙,http://dns.yiandrive.com:13571/huya/11342386
电影_王晶,http://dns.yiandrive.com:13571/huya/11602058
电影_沈腾,http://dns.yiandrive.com:13571/huya/11601968
电影_黄渤,http://dns.yiandrive.com:13571/huya/11352876
电影_强森,http://dns.yiandrive.com:13571/huya/21059581
电影_漫威,http://dns.yiandrive.com:13571/huya/11602034
电影_宇宙,http://dns.yiandrive.com:13571/huya/11342428
电影_怪兽,http://dns.yiandrive.com:13571/huya/21059577
电影_武侠,http://dns.yiandrive.com:13571/huya/11342427
电影_警匪,http://dns.yiandrive.com:13571/huya/11352886
电影_罪犯,http://dns.yiandrive.com:13571/huya/11352962
电影_枪战,http://dns.yiandrive.com:13571/huya/21059579
电影_赛车,http://dns.yiandrive.com:13571/huya/11279247
电影_推荐,http://dns.yiandrive.com:13571/huya/11602041
电影_热血,http://dns.yiandrive.com:13571/huya/11352934
电影_盗墓,http://dns.yiandrive.com:13571/huya/21059552
电影_贺岁,http://dns.yiandrive.com:13571/huya/11601971
电影_玄幻,http://dns.yiandrive.com:13571/huya/11342414
电影_谍战,http://dns.yiandrive.com:13571/huya/21059585
电影_喜剧,http://dns.yiandrive.com:13571/huya/11352877
电影_港片,http://dns.yiandrive.com:13571/huya/11602043
电影_国产,http://dns.yiandrive.com:13571/huya/11352973
电影_周星星,http://dns.yiandrive.com:13571/huya/11336587
电影_李连杰,http://dns.yiandrive.com:13571/huya/11342390
电影_洪金宝,http://dns.yiandrive.com:13571/huya/11279251
电影_梁家辉,http://dns.yiandrive.com:13571/huya/11342429
电影_许冠英,http://dns.yiandrive.com:13571/huya/11601972
电影_刘德华,http://dns.yiandrive.com:13571/huya/11342424
电影_斯坦森,http://dns.yiandrive.com:13571/huya/21059588
电影_八点档,http://dns.yiandrive.com:13571/huya/880261
电影_贺岁片,http://dns.yiandrive.com:13571/huya/11601986
电影_功夫片,http://dns.yiandrive.com:13571/huya/11352941
电影_黑帮片,http://dns.yiandrive.com:13571/huya/11336719
电影_丧尸片,http://dns.yiandrive.com:13571/huya/21059578
电影_灾难片,http://dns.yiandrive.com:13571/huya/11602075
电影_谍战片,http://dns.yiandrive.com:13571/huya/21059587
电影_战争片,http://dns.yiandrive.com:13571/huya/21059574
电影_犯罪片,http://dns.yiandrive.com:13571/huya/11352974
电影_古装片,http://dns.yiandrive.com:13571/huya/11336590
电影_高分动作,http://dns.yiandrive.com:13571/huya/11352884
电影_动作电影,http://dns.yiandrive.com:13571/huya/11602077
电影_搞笑喜剧,http://dns.yiandrive.com:13571/huya/11342423
电影_喜剧专场,http://dns.yiandrive.com:13571/huya/11602044
电影_欢笑影院,http://dns.yiandrive.com:13571/huya/11352894
电影_不挤影院,http://dns.yiandrive.com:13571/huya/11352897
电影_国产悬疑,http://dns.yiandrive.com:13571/huya/11342395
电影_快意江湖,http://dns.yiandrive.com:13571/huya/11342435
电影_黑帮斗争,http://dns.yiandrive.com:13571/huya/11342419
电影_古墓系列,http://dns.yiandrive.com:13571/huya/11352913
电影_嫣然影厅,http://dns.yiandrive.com:13571/huya/11601977
电影_女神系列,http://dns.yiandrive.com:13571/huya/11336571
电影_经典女神,http://dns.yiandrive.com:13571/huya/11352909
电影_许氏三杰,http://dns.yiandrive.com:13571/huya/11602033
电影_经典港片,http://dns.yiandrive.com:13571/huya/11352965
电影_镖行天下,http://dns.yiandrive.com:13571/huya/11352969
电影_喜乐影院,http://dns.yiandrive.com:13571/huya/21059580
电影_蘑菇影厅,http://dns.yiandrive.com:13571/huya/11601981
